Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL
MEETION CHR04 PROFESSIONAL GAMING CHAIR (BK+RED),meetionchr04professionalchair,35500.0,In Stock,https://computerzone.lk/product/meetion-chr04-professional-gaming-chair/
MEETION CHR14 PROFESSIONAL GAMING CHAIR,meetionchr14professionalchair,45500.0,In Stock,https://computerzone.lk/product/meetion-chr14-professional-gaming-chair/
