Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,Winsoft Price,Winsoft Status,Winsoft URL
ANTEC NEOECO GOLD MODULAR NE650G M 650W,antecneoecogoldmodularne650gm650w,,,,24500.0,Out of Stock,https://www.nanotek.lk/product/antec-neoeco-gold-modular-ne650g-m-650w,,,
THERMALTAKE TOUGHPOWER GF2 ARGB 850W 80+ GOLD FULL MODULAR,thermaltaketoughpowergf2argb850w80goldfullmodular,,,,45000.0,Out of Stock,https://www.nanotek.lk/product/thermaltake-toughpower-gf2-argb-850w-80-gold-full-modular,,,
CORSAIR CX SERIES CX550 – 550 WATT 80 PLUS BRONZE ATX POWER SUPPLY,corsaircxcx550550watt80plusbronzeatxpowersupply,,,,18500.0,In Stock,https://www.nanotek.lk/product/corsair-cx-series-cx550-550-watt-80-plus-bronze-atx-power-supply,,,
ANTEC ATOM V450 450W,antecatomv450450w,,,,10000.0,In Stock,https://www.nanotek.lk/product/antec-atom-v450-450w,,,
ANTEC CUPRUM STRIKE CSK 450W 80+ BRONZE,anteccuprumstrikecsk450w80bronze,,,,12500.0,Out of Stock,https://www.nanotek.lk/product/antec-cuprum-strike-csk-450w-80-bronze,,,
PROLINK UPS PRO701SFC,prolinkupspro701sfc,,,,9500.0,In Stock,https://www.nanotek.lk/product/prolink-ups-pro701sfc,,,
CORSAIR CX Series CX750 750W 80+ Bronze ATX Power Supply,corsaircxcx750750w80bronzeatxpowersupply,,,,23000.0,Out of Stock,https://www.nanotek.lk/product/corsair-cx-series-cx750-750w-80-bronze-atx-power-supply,,,
Monova 450W ATX Power Supply,monova450watxpowersupply,,,,,,,9500.0,In Stock,https://www.winsoft.lk/product/monova-450w-atx-power-supply/
Monova FP-450 80 Plus Bronze 450W Power Supply,monovafp45080plusbronze450wpowersupply,,,,,,,12500.0,In Stock,https://www.winsoft.lk/product/monova-fp-450-80-plus-450w-power-supply/
Monova FP-550 80 Plus Bronze 550W Power Supply,monovafp55080plusbronze550wpowersupply,,,,,,,15500.0,In Stock,https://www.winsoft.lk/product/monova-fp-550-550w-power-supply/
Monova FP-650 80 Plus Bronze 650W Power Supply,monovafp65080plusbronze650wpowersupply,,,,,,,18500.0,In Stock,https://www.winsoft.lk/product/monova-bronze-650w-power-supply/
DeepCool PF550D 80+ Power Supply,deepcoolpf550d80powersupply,,,,,,,16500.0,In Stock,https://www.winsoft.lk/product/deepcool-pf550-80-power-supply/
Monova FP-850 80 Plus Bronze 850W Fully Modular Power Supply,monovafp85080plusbronze850wfullymodularpowersupply,,,,,,,25000.0,In Stock,https://www.winsoft.lk/product/monova-fp-850-80-plus-bronze-850w-fully-modular-power-supply/
GIGABYTE GP-P650G 650W 80 Plus Gold Certified Power Supply,gigabytegpp650g650w80plusgoldcertifiedpowersupply,,,,,,,29000.0,In Stock,https://www.winsoft.lk/product/gigabyte-gp-p650g-650w-80-plus-gold/
DeepCool PN750D 750W 80 Plus Gold Power Supply,deepcoolpn750d750w80plusgoldpowersupply,,,,,,,32000.0,In Stock,https://www.winsoft.lk/product/deepcool-pn750d-750w-80-plus-gold-power-supply/
DeepCool DQ1000M 1000W 80 Plus Gold Fully Modular Power Supply,deepcooldq1000m1000w80plusgoldfullymodularpowersupply,,,,,,,60000.0,In Stock,https://www.winsoft.lk/product/deepcool-dq1000m-1000w-80-plus-gold-fully-modular-power-supply/
AORUS ELITE P1000W 80 Plus Platinum Modular Power Supply,aoruselitep1000w80plusplatinummodularpowersupply,,,,,,,65000.0,In Stock,https://www.winsoft.lk/product/aorus-elite-p1000w-80-plus-platinum-modular-power-supply/
GIGABYTE UD1600PM PG5 AI TOP 1600W 80 Plus Platinum,gigabyteud1600pmpg5aitop1600w80plusplatinum,,,,,,,185000.0,In Stock,https://www.winsoft.lk/product/gigabyte-ud1600pm-pg5-ai-top-1600w/
Deepcool PN1000D 1000W 80 Plus Gold Power Supply,deepcoolpn1000d1000w80plusgoldpowersupply,,,,,,,64000.0,In Stock,https://www.winsoft.lk/product/deepcool-pn1000m-power-supply/
Deepcool DQ1000M – V3L 80 Plus Gold Power supply,deepcooldq1000mv3l80plusgoldpowersupply,,,,,,,50000.0,In Stock,https://www.winsoft.lk/product/deepcool-dq1000m-v3l-80-plus-gold-power-supply/
Deepcool DQ750M – V3L 80 Plus Gold Power supply,deepcooldq750mv3l80plusgoldpowersupply,,,,,,,26500.0,In Stock,https://www.winsoft.lk/product/deepcool-dq750m-v3l-80-plus-gold-power-supply/
Deepcool DQ850M – V3L 80 Plus Gold Power supply,deepcooldq850mv3l80plusgoldpowersupply,,,,,,,32500.0,In Stock,https://www.winsoft.lk/product/deepcool-dq850m-v3l-80-plus-gold/
Deepcool PM500D 80 Plus Gold Power supply,deepcoolpm500d80plusgoldpowersupply,,,,,,,18500.0,In Stock,https://www.winsoft.lk/product/deepcool-pm500d-80-plus-gold-power-supply/
Deepcool PN1200M ATX3.1 (PCIe5.1) 80 Plus Gold Full Modular Power Supply,deepcoolpn1200matx3180plusgoldfullmodularpowersupply,,,,,,,75000.0,In Stock,https://www.winsoft.lk/product/deepcool-pn1200m-80-plus-gold/
Monova GLEAM Casing with 230W PSU,monovagleamcasing230wpsu,,,,,,,10800.0,In Stock,https://www.winsoft.lk/product/monova-gleam-casing-with-230w-psu/
Trendsonic M13 with 200W PSU Case,trendsonicm13200wpsucase,,,,,,,10800.0,In Stock,https://www.winsoft.lk/product/trendsonic-m13-with-200w-psu-case/
Monova IDUN Casing with 230W PSU,monovaiduncasing230wpsu,,,,,,,10800.0,In Stock,https://www.winsoft.lk/product/monova-idun-casing-with-230w-psu/
Prolink PRO701SFC Line Interactive Super Fast Charging 650VA UPS,prolinkpro701sfclineinteractivesuperfastcharging650vaups,,,,,,,9600.0,In Stock,https://www.winsoft.lk/product/prolink-pro701sfc-650va-ups/
Prolink PRO1201SFC Line Interactive Super Fast Charging 1200VA UPS,prolinkpro1201sfclineinteractivesuperfastcharging1200vaups,,,,,,,21000.0,In Stock,https://www.winsoft.lk/product/prolink-pro1201sfc-1200va-ups/
Monova 230W ATX Power Supply,monova230watxpowersupply,,,,,,,4250.0,Out of Stock,https://www.winsoft.lk/product/monova-230w-atx-power-supply/
