Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,Winsoft Price,Winsoft Status,Winsoft URL
CORSAIR ICUE H100I ELITE CAPELLIX XT 240MM LIQUID COOLER,corsairicueh100ielitecapellixxt240mmliquid,69500.0,In Stock,https://computerzone.lk/product/corsair-icue-h100i-elite-capellix-xt-240mm-liquid-cooler/,,,,,,
CORSAIR NAUTILUS 240 RS ARGB LIQUID COOLER,corsairnautilus240rsargbliquid,31000.0,In Stock,https://computerzone.lk/product/corsair-nautilus-240-rs-argb-liquid-cooler/,,,,,,
CORSAIR NAUTILUS 360 RS ARGB LIQUID CPU COOLER,corsairnautilus360rsargbliquid,35500.0,In Stock,https://computerzone.lk/product/corsair-nautilus-360-rs-argb-liquid-cpu/,,,,,,
FALCON 120MM RGB RUNING FAN WHITE,falcon120mmrgbruningfanwhite,1800.0,In Stock,https://computerzone.lk/product/falcon-120mm-rgb-runing-fan-white/,,,,,,
FALCON SA90R RGB CPU AIR COOLER,falconsa90rrgbair,3500.0,Out of Stock,https://computerzone.lk/product/falcon-sa90r-rgb-cpu-air-cooler/,,,,,,
GAMDIAS AURA GL240 LITE ARGB 240MM CPU LIQUID COOLER,gamdiasauragl240liteargb240mmliquid,18000.0,In Stock,https://computerzone.lk/product/gamdias-aura-gl240-lite-argb-240mm/,,,,,,
GAMDIAS BOREAS E1-210 LITE CPU AIR COOLER,gamdiasborease1210liteair,5500.0,Out of Stock,https://computerzone.lk/product/gamdias-boreas-e1-210-lite-cpu-air-cooler/,,,,,,
GAMDIAS BOREAS M2-51D ARGB CPU AIR BLACK COOLER,gamdiasboreasm251dargbairblack,12000.0,Out of Stock,https://computerzone.lk/product/gamdias-boreas-m2-51d-argb-cpu-air-cooler/,,,,,,
GAMDIAS CHIONE E4-240 ARGB 240MM LIQUID COOLER,gamdiaschionee4240argb240mmliquid,25500.0,In Stock,https://computerzone.lk/product/gamdias-chione-e4-240-argb-240mm/,,,,,,
GOLDEN FIELD S06 AIR COOLER,goldenfields06air,7000.0,In Stock,https://computerzone.lk/product/golden-field-s06-air-cooler/,,,,,,
GOLDENFEILD H04 RGB CPU AIR COOLER,goldenfeildh04rgbair,4000.0,In Stock,https://computerzone.lk/product/goldenfeild-h04-rgb-cpu-air-cooler/,,,,,,
GOLDENFEILD PRISM 4 PRO ARGB 3 FAN KIT WITH REMOTE CONTROLLER,goldenfeildprism4proargb3fankitremotecontroller,6500.0,In Stock,https://computerzone.lk/product/goldenfeild-prism-4-pro-argb-3-fan-kit/,,,,,,
GOLDENFEILD PRISM 4 PRO ARGB 6 FAN KIT WITH REMOTE CONTROLLER,goldenfeildprism4proargb6fankitremotecontroller,10000.0,In Stock,https://computerzone.lk/product/goldenfeild-prism-4-pro-argb-6-fan-kit/,,,,,,
GOLDENFEILD PRISM 5 PRO 120MM ARGB FAN,goldenfeildprism5pro120mmargbfan,2000.0,Out of Stock,https://computerzone.lk/product/goldenfeild-prism-5-pro-120mm-argb-fan/,,,,,,
GOLDENFEILD XINGHAI SERIES ULTIMATE EDITION 360MM WATER COOLER,goldenfeildxinghaiultimate360mmwater,19500.0,Out of Stock,https://computerzone.lk/product/goldenfeild-xinghai-series-ultimate/,,,,,,
GOLDENFIELD ARGB 6 FAN KIT WITH REMOTE CONTROLLER,goldenfieldargb6fankitremotecontroller,9000.0,Out of Stock,https://computerzone.lk/product/goldenfield-argb-6-fan-kit-with-remote/,,,,,,
JUNGLE LEOPARD ASTROSHEL V2G 240MM LIQUID COOLER (BLACK),jungleleopardastroshelv2g240mmliquid,29500.0,In Stock,https://computerzone.lk/product/jungle-leopard-astroshel-v2g-240mm-cooler/,,,,,,
LOVINGCOOL ARGB 3 FAN KIT WITH REMOTE CONTROLLER,lovingcoolargb3fankitremotecontroller,6000.0,In Stock,https://computerzone.lk/product/lovingcool-argb-3-fan-kit-with-remote-controller/,,,,,,
LOVINGCOOL ARGB 6 FAN KIT WITH REMOTE CONTROLLER,lovingcoolargb6fankitremotecontroller,9000.0,In Stock,https://computerzone.lk/product/lovingcool-argb-6-fan-kit-with-remote-controller/,,,,,,
LOVINGCOOL LC D400 CPU AIR COOLER,lovingcoollcd400air,8500.0,Out of Stock,https://computerzone.lk/product/lovingcool-lc-d400-cpu-air-cooler/,,,,,,
LOVINGCOOL LC D400W CPU AIR COOLER,lovingcoollcd400wair,9000.0,In Stock,https://computerzone.lk/product/lovingcool-lc-d400w-cpu-air-cooler/,,,,,,
LOVINGCOOL LC D600 CPU AIR COOLER,lovingcoollcd600air,9500.0,In Stock,https://computerzone.lk/product/lovingcool-lc-d600-cpu-air-cooler/,,,,,,
LOVINGCOOL LC M120 ARGB CPU AIR COOLER,lovingcoollcm120argbair,4000.0,In Stock,https://computerzone.lk/product/lovingcool-lc-m120-argb-cpu-air-cooler/,,,,,,
LOVINGCOOL LC M120 ARGB CPU AIR COOLER WHITE,lovingcoollcm120argbairwhite,4000.0,Out of Stock,https://computerzone.lk/product/lovingcool-lc-m120-argb-cpu-air-cooler-2/,,,,,,
LOVINGCOOL LC R600 CPU AIR COOLER,lovingcoollcr600air,7500.0,Out of Stock,https://computerzone.lk/product/lovingcool-lc-r600-cpu-air-cooler/,,,,,,
LOVINGCOOL LC R600 WHITE CPU AIR COOLER,lovingcoollcr600whiteair,8500.0,Out of Stock,https://computerzone.lk/product/lovingcool-lc-r600-white-cpu-air-cooler/,,,,,,
LOVINGCOOL LC V90 ARGB CPU COOLER WHITE,lovingcoollcv90argbwhite,4800.0,Out of Stock,https://computerzone.lk/product/lovingcool-lc-v90-argb-cpu-cooler-white/,,,,,,
LOVINGCOOL LC-V90 ARGB CPU COOLER BLACK,lovingcoollcv90argbblack,4500.0,Out of Stock,https://computerzone.lk/product/lovingcool-lc-v90-argb-cpu-cooler-black/,,,,,,
NZXT KRAKEN CORE 240 (240MM) CPU LIQUID COOLER BLACK,nzxtkraken240liquidblack,37500.0,In Stock,https://computerzone.lk/product/nzxt-kraken-core-240-240mm-liquid-cooler/,,,,,,
PCCOOLER E126M PRO CPU AIR COOLER,pce126mproair,3500.0,Out of Stock,https://computerzone.lk/product/pccooler-e126m-pro-cpu-air-cooler/,,,,,,
PCCOOLER H4 ARGB WHITE CPU AIR COOLER,pch4argbwhiteair,7500.0,Out of Stock,https://computerzone.lk/product/pccooler-h4-argb-white-cpu-air-cooler/,,,,,,
PCCOOLER R4000 RGB BLACK CPU AIR COOLER,pcr4000rgbblackair,7500.0,Out of Stock,https://computerzone.lk/product/pccooler-r4000-rgb-black-cpu-air-cooler/,,,,,,
PCCOOLER R4000W ARGB WHITE CPU AIR COOLER,pcr4000wargbwhiteair,8000.0,Out of Stock,https://computerzone.lk/product/pccooler-r4000w-argb-white-cpu-air-cooler/,,,,,,
PCCOOLER RT500 TC BLACK ARGB CPU AIR COOLER,pcrt500tcblackargbair,9500.0,Out of Stock,https://computerzone.lk/product/pccooler-rt500-tc-black-argb-cpu-air/,,,,,,
PCCOOLER RT500 TC WHITE ARGB CPU AIR COOLER,pcrt500tcwhiteargbair,9500.0,In Stock,https://computerzone.lk/product/pccooler-rt500tc-white-argb-cpu-air-cooler/,,,,,,
PRISM 4 PRO 120MM ARGB REVERSE BLADE FAN,prism4pro120mmargbreversebladefan,1600.0,In Stock,https://computerzone.lk/product/prism-4-pro-120mm-argb-reverse-blade-fan/,,,,,,
RAIDMAX MODULAR 120MM BLACK 3X ARGB CASE FAN PACK,raidmaxmodular120mmblack3xargbcasefan,9500.0,In Stock,https://computerzone.lk/product/raidmax-modular-120mm-black-3x-argb/,,,,,,
RAIDMAX MODULAR 120MM WHITE 3X ARGB CASE FAN PACK,raidmaxmodular120mmwhite3xargbcasefan,9500.0,In Stock,https://computerzone.lk/product/raidmax-modular-120mm-white-3x-argb/,,,,,,
REDRAGON CC-1013 CPU AIR COOLER,redragoncc1013air,11500.0,Out of Stock,https://computerzone.lk/product/redragon-cc-1013-cpu-air-cooler/,,,,,,
REDRAGON CC-1014 CPU AIR COOLER,redragoncc1014air,10500.0,In Stock,https://computerzone.lk/product/redragon-cc-1014-cpu-air-cooler/,,,,,,
REDRAGON CCW-1017 360 LIQUID COOLER WITH DISPLAY,redragonccw1017360liquiddisplay,29500.0,In Stock,https://computerzone.lk/product/redragon-ccw-1017-360-liquid-cooler-with-display/,,,,,,
REDRAGON CW-1019 CPU LIQUID COOLER WITH DISPLAY,redragoncw1019liquiddisplay,29500.0,In Stock,https://computerzone.lk/product/redragon-cw-1019-cpu-liquid-cooler-with-display/,,,,,,
SEASONIC S1200 DUAL FAN RGB CPU AIR COOLER,seasonics1200dualfanrgbair,9500.0,In Stock,https://computerzone.lk/product/seasonic-s1200-dual-fan-rgb-cpu-air-cooler/,,,,,,
SEASONIC S400 CPU AIR COOLER,seasonics400air,4500.0,Out of Stock,https://computerzone.lk/product/seasonic-s400-cpu-air-cooler/,,,,,,
THERMALTAKE LA240 ARGB SYNC LIQUID COOLER,thermaltakela240argbsyncliquid,24000.0,In Stock,https://computerzone.lk/product/thermaltake-la240-argb-sync-liquid-cooler/,,,,,,
THERMALTAKE LA240-S ARGB SYNC LIQUID COOLER,thermaltakela240sargbsyncliquid,28000.0,In Stock,https://computerzone.lk/product/thermaltake-la240-s-argb-sync-liquid/,,,,,,
ZEROMASTER 120MM LIQUID COOLER (BLACK),zeromaster120mmliquid,9500.0,In Stock,https://computerzone.lk/product/zeromaster-120mm-liquid-cooler-black/,,,,,,
