Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,PCBuilders Price,PCBuilders Status,PCBuilders URL,Winsoft Price,Winsoft Status,Winsoft URL
ASUS PRIME Z890M-PLUS WIFI-CSM,asusprimez890mpluswificsm,,,,109500.0,In Stock,https://www.nanotek.lk/product/asus-prime-z890m-plus-wifi-csm,,,,,,
ASUS ROG MAXIMUS Z890 HERO,asusrogmaximusz890hero,,,,263500.0,In Stock,https://www.nanotek.lk/product/asus-rog-maximus-z890-hero,,,,,,
ASUS ROG STRIX Z890-F GAMING WIFI,asusrogstrixz890fwifi,,,,179000.0,In Stock,https://www.nanotek.lk/product/asus-rog-strix-z890-f-gaming-wifi,,,,,,
ASUS TUF GAMING Z890-PLUS WIFI,asustufz890pluswifi,,,,139000.0,In Stock,https://www.nanotek.lk/product/asus-tuf-gaming-z890-plus-wifi,,,,,,
ASUS ProArt Z890-CREATOR WIFI,asusproartz890creatorwifi,,,,219000.0,In Stock,https://www.nanotek.lk/product/asus-proart-z890-creator-wifi,,,,,,
ASUS PRIME A520M-K,asusprimea520mk,,,,28500.0,In Stock,https://www.nanotek.lk/product/asus-prime-a520m-k,,,,,,
ASUS PRIME H610M-K DDR4,asusprimeh610mkddr4,,,,32500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-h610m-k-ddr4,,,,,,
ASUS ROG STRIX B650E-F GAMING WIFI,asusrogstrixb650efwifi,,,,116500.0,Out of Stock,https://www.nanotek.lk/product/asus-rog-strix-b650e-f-gaming-wifi,,,,,,
ASUS PROART X670E-CREATOR WIFI,asusproartx670ecreatorwifi,,,,229000.0,Out of Stock,https://www.nanotek.lk/product/asus-proart-x670e-creator-wifi,,,,,,
ASUS ROG STRIX Z790-F GAMING WIFI II,asusrogstrixz790fwifiii,,,,175000.0,Out of Stock,https://www.nanotek.lk/product/asus-rog-strix-z790-f-gaming-wifi-ii,,,,,,
ASUS ROG MAXIMUS Z790 DARK HERO,asusrogmaximusz790darkhero,,,,299000.0,Out of Stock,https://www.nanotek.lk/product/asus-rog-maximus-z790-dark-hero,,,,,,
ASUS PRIME B450M-K II,asusprimeb450mkii,,,,35500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-b450m-k-ii,,,,,,
ASUS PRIME A520M-A II,asusprimea520maii,,,,36000.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-a520m-a-ii,,,,,,
ASUS PRIME X670-P WIFI-CSM,asusprimex670pwificsm,,,,139000.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-x670-p-wifi-csm,,,,,,
ASUS ROG STRIX Z790-E GAMING WIFI II,asusrogstrixz790ewifiii,,,,179000.0,Out of Stock,https://www.nanotek.lk/product/asus-rog-strix-z790-e-gaming-wifi-ii,,,,,,
ASUS PRIME Z790-P CSM WIFI DDR5,asusprimez790pcsmwifiddr5,,,,92500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-z790-p-csm-wifi-ddr5,,,,,,
ASUS PRIME H610M-E D4,asusprimeh610med4,,,,35500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-h610m-e-d4,,,,,,
ASUS Prime H610M-K,asusprimeh610mk,,,,33000.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-h610m-k,,,,,,
ASUS PRIME B760-PLUS D5,asusprimeb760plusd5,,,,51500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-b760-plus-d5,,,,,,
ASUS Prime H610M-K CSM,asusprimeh610mkcsm,,,,33500.0,Out of Stock,https://www.nanotek.lk/product/asus-prime-h610m-k-csm,,,,,,
