Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,PCBuilders Price,PCBuilders Status,PCBuilders URL,Winsoft Price,Winsoft Status,Winsoft URL
Logitech G335 Wired Gaming Headset,logitechg335wiredheadset,,,,20000.0,In Stock,https://www.nanotek.lk/product/logitech-g335-wired-gaming-headset,,,,,,
FANTECH WH07A GO BLUETOOTH HEADPHONE,fantechwh07agobluetoothheadphone,,,,7000.0,In Stock,https://www.nanotek.lk/product/fantech-wh07a-go-bluetooth-headphone,,,,,,
CORSAIR HS80 MAX RGB WIRELESS HEADSET STEEL GRAY/WHITE,corsairhs80maxrgbwirelessheadsetsteelgraywhite,,,,59500.0,In stock,https://www.nanotek.lk/product/corsair-hs80-max-rgb-wireless-headset-steel-graywhite,,,,,,
CORSAIR HS80 RGB WIRELESS Premium Gaming Headset with Spatial Audio,corsairhs80rgbwirelesspremiumheadsetspatialaudio,,,,56500.0,Out of Stock,https://www.nanotek.lk/product/corsair-hs80-rgb-wireless-premium-gaming-headset-with-spatial-audio,,,,,,
ONIKUMA X92 RGB WIRED GAMING HEADSET,onikumax92rgbwiredheadset,,,,6000.0,In Stock,https://www.nanotek.lk/product/onikuma-x92-rgb-wired-gaming-headset,,,,,,
SoundPEATS Capsule 3 Pro ANC Wireless Earbuds with LDAC,soundpeatscapsule3proancwirelessearbudsldac,,,,12500.0,Out of Stock,https://www.nanotek.lk/product/soundpeats-capsule-3-pro-anc-wireless-earbuds-with-ldac,,,,,,
FANTECH SONATA MH90 MULTI PLATFORM GAMING HEADSET,fantechsonatamh90multiplatformheadset,,,,14000.0,In Stock,https://www.nanotek.lk/product/fantech-sonata-mh90-multi-platform-gaming-headset,,,,,,
SOUNDPEATS AIR 5 SNAPDRAGON CHIP WIRELESS EARBUDS,soundpeatsair5snapdragonchipwirelessearbuds,,,,15000.0,Out of Stock,https://www.nanotek.lk/product/soundpeats-air-5-snapdragon-chip-wireless-earbuds,,,,,,
SOUNDPEATS Air3 Compact Wireless Earbuds - Pink,soundpeatsair3compactwirelessearbudspink,,,,9000.0,Out of Stock,https://www.nanotek.lk/product/soundpeats-air3-compact-wireless-earbuds-pink,,,,,,
SOUNPEATS LIFE ANC WIRELESS EARBUDS,sounpeatslifeancwirelessearbuds,,,,9000.0,Out of Stock,https://www.nanotek.lk/product/sounpeats-life-anc-wireless-earbuds,,,,,,
Fantech GS205 HELLSCREAM Speakers,fantechgs205hellscreamspeakers,4000.0,In Stock,https://computerzone.lk/product/fantech-gs205-hellscream-speakers/,3000.0,In Stock,https://www.nanotek.lk/product/fantech-gs205-hellscream-speakers,,,,,,
LOGITECH G733 LIGHTSPEED WIRELESS RGB GAMING HEADSET,logitechg733lightspeedwirelessrgbheadset,,,,46500.0,In Stock,https://www.nanotek.lk/product/logitech-g733-lightspeed-wireless-rgb-gaming-headset,,,,,,
Razer Kraken X Essential Wired Gaming Headset,razerkrakenxessentialwiredheadset,,,,19000.0,Out of Stock,https://www.nanotek.lk/product/razer-kraken-x-essential-wired-gaming-headset,,,,,,
SOUNDPEATS Space ANC Headphones with Long Battery Life,soundpeatsspaceancheadphoneslongbatterylife,,,,12000.0,Out of Stock,https://www.nanotek.lk/product/soundpeats-space-anc-headphones-with-long-battery-life,,,,,,
Noise BUDS COMBAT X Wireless Earbuds,noisebudscombatxwirelessearbuds,,,,7000.0,Out of Stock,https://www.nanotek.lk/product/noise-buds-combat-x-wireless-earbuds,,,,,,
