Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,PCBuilders Price,PCBuilders Status,PCBuilders URL,Winsoft Price,Winsoft Status,Winsoft URL
GIGABYTE Gen4 4000E 1TB NVMe SSD (Not Sold Separately),gigabyte44000e1tbnvmessd,,,,,,,,,,46500.0,In Stock,https://www.winsoft.lk/product/gigabyte-gen4-4000e-1tb-nvme-ssd/
Kingston NV3 2TB PCIE 4.0 NVME M.2 SSD (Not Sold Separately),kingstonnv32tbpcie40nvmem2ssd,,,,,,,,,,75000.0,In Stock,https://www.winsoft.lk/product/kingston-nv3-2tb-pcie-4-0-nvme-m-2-ssd/
SAMSUNG 990 EVO 2TB PCIE 4.0/5.0 NVME M.2 SSD (Not Sold Separately),samsung990evo2tbpcie4050nvmem2ssd,,,,,,,,,,78000.0,In Stock,https://www.winsoft.lk/product/samsung-990-evo-2tb-ssd/
SAMSUNG 500GB 870EVO SATA SSD,samsung500gb870evosatassd,,,,,,,,,,39000.0,In Stock,https://www.winsoft.lk/product/samsung-500gb-870evo-sata-ssd/
Samsung 990 Evo PLUS 4TB NVME M.2 SSD (Not Sold Separately),samsung990evoplus4tbnvmem2ssd,,,,,,,,,,135000.0,In Stock,https://www.winsoft.lk/product/samsung-990-evo-plus-4tb-nvme-m-2-ssd/
SAMSUNG 990 PRO SSD 2TB PCIe 4.0 NVMe,samsung990prossd2tbpcie40nvme,,,,,,,,,,81000.0,In Stock,https://www.winsoft.lk/product/samsung-990-pro-ssd-2tb/
Lexar NM620 2TB M.2 2280 NVMe SSD,lexarnm6202tbm22280nvmessd,,,,,,,,,,73000.0,In Stock,https://www.winsoft.lk/product/lexar-nm620-2tb-ssd/
Lexar NS100 512GB 2.5” SATA III SSD (Not Sold Separately),lexarns100512gb25sataiiissd,,,,,,,,,,32000.0,In Stock,https://www.winsoft.lk/product/lexar-ns100-512gb-ssd/
Seagate 1TB 7200RPM SATA III Internal Hard Drive,seagate1tb7200rpmsataiiiinternalharddrive,,,,,,,,,,29000.0,In Stock,https://www.winsoft.lk/product/seagate-1tb-7200rpm-sata-iii-internal-hard-drive/
Seagate Skyhawk 1TB Desktop Hard Drive,seagateskyhawk1tbharddrive,,,,,,,,,,29000.0,In Stock,https://www.winsoft.lk/product/seagate-skyhawk-1tb-desktop-hard/
Toshiba 1TB 7200RPM SATA III Internal Hard Drive,toshiba1tb7200rpmsataiiiinternalharddrive,,,,,,,,,,29000.0,In Stock,https://www.winsoft.lk/product/toshiba-1tb-7200rpm-sata/
SAMSUNG 980 PRO SSD 1TB PCIe 4.0 NVMe,samsung980prossd1tbpcie40nvme,,,,,,,,,,48000.0,In Stock,https://www.winsoft.lk/product/samsung-980-pro-ssd-1tb-pcie-4-0-nvme/
Seagate Skyhawk 4TB Hard Drive,seagateskyhawk4tbharddrive,,,,,,,,,,53000.0,In Stock,https://www.winsoft.lk/product/seagate-skyhawk-4tb-hard-drive/
WD Ultrastar DC HC330 10TB Hard Drive,wdultrastardchc33010tbharddrive,,,,,,,,,,120000.0,In Stock,https://www.winsoft.lk/product/wd-ultrastar-dc-hc330-10tb-hard-drive/
Toshiba 4TB N300 7200RPM Internal NAS Hard Disk,toshiba4tbn3007200rpminternalnasharddisk,,,,,,,,,,53000.0,In Stock,https://www.winsoft.lk/product/toshiba-4tb-n300-7200rpm/
Western Digital Blue 1TB Hard Drive – WD10EZEX,westerndigitalblue1tbharddrivewd10ezex,,,,,,,,,,29000.0,In Stock,https://www.winsoft.lk/product/western-digital-blue-1tb-hard-drive-wd10ezex/
Lexar NM610 PRO 1TB PCIe Gen3x4 NVMe SSD (Not Sold Separately),lexarnm610pro1tbpcie3x4nvmessd,,,,,,,,,,46000.0,In Stock,https://www.winsoft.lk/product/lexar-nm610-pro-1tb-nvme-ssd/
Gigabyte AORUS 7000E Gen4 1TB SSD (Not Sold Separately),gigabyteaorus7000e41tbssd,,,,,,,,,,61000.0,In Stock,https://www.winsoft.lk/product/gigabyte-aorus-7000e-gen4-1tb-ssd/
GIGABYTE AORUS Gen5 14000 2TB SSD (Not Sold Separately),gigabyteaorus5140002tbssd,,,,,,,,,,93500.0,In Stock,https://www.winsoft.lk/product/gigabyte-aorus-gen5-14000-2tb-ssd/
GIGABYTE AORUS Gen5 14000 4TB SSD (Not Sold Separately),gigabyteaorus5140004tbssd,,,,,,,,,,178000.0,In Stock,https://www.winsoft.lk/product/gigabyte-aorus-gen5-14000-4tb-ssd/
M1-05 1TB USB Type C External Hard Drive,m1051tbusbtypecexternalharddrive,,,,,,,,,,22500.0,In Stock,https://www.winsoft.lk/product/m1-05-1tb-usb-type-c-external-hard-drive/
Toshiba P300 2TB 7200RPM Desktop Hard Drive,toshibap3002tb7200rpmharddrive,,,,,,,,,,35000.0,In Stock,https://www.winsoft.lk/product/toshiba-p300-2tb-7200rpm-desktop-hard-drive/
Lexar NM620 256GB M.2 2280 NVMe SSD (Not Sold Separately),lexarnm620256gbm22280nvmessd,,,,,,,,,,14500.0,Out of Stock,https://www.winsoft.lk/product/lexar-nm620-256gb-nvme-ssd/
GIGABYTE 2.5″ 480GB SATA III SSD,gigabyte25480gbsataiiissd,,,,,,,,,,10500.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-2-5-480gb-sata-iii-ssd/
Lexar NM620 512GB M.2 2280 NVMe SSD,lexarnm620512gbm22280nvmessd,,,,,,,,,,12500.0,Out of Stock,https://www.winsoft.lk/product/lexar-nm620-512gb-nvme-ssd/
PNY CS900 1TB 2.5” SATA III SSD,pnycs9001tb25sataiiissd,,,,,,,,,,17500.0,Out of Stock,https://www.winsoft.lk/product/pny-cs900-1tb-2-5-sata-iii-ssd/
ASUS TUF GAMING AS1000 1TB POTABLE SSD,asustufas10001tbpotablessd,,,,,,,,,,42000.0,Out of Stock,https://www.winsoft.lk/product/asus-tuf-gaming-as1000-1tb-potable-ssd/
Kingston NV3 PCIe Gen 4.0 1TB M.2 NVME SSD,kingstonnv3pcie401tbm2nvmessd,,,,,,,,,,20500.0,Out of Stock,https://www.winsoft.lk/product/kingston-nv3-pcie-4-0-1tb-m-2-nvme-ssd/
Samsung 9100 PRO 1TB NVME PCIe 5.0 SSD,samsung9100pro1tbnvmepcie50ssd,,,,,,,,,,58500.0,Out of Stock,https://www.winsoft.lk/product/samsung-9100-pro-1tb-nvme-pcie-5-0-ssd/
Samsung 9100 PRO 4TB PCIe 5.0×4 NVME SSD,samsung9100pro4tbpcie504nvmessd,,,,,,,,,,164000.0,Out of Stock,https://www.winsoft.lk/product/samsung-9100-pro-4tb-ssd/
SAMSUNG 990 EVO 1TB PCIE 4.0/5.0 NVME M.2 SSD,samsung990evo1tbpcie4050nvmem2ssd,,,,,,,,,,30900.0,Out of Stock,https://www.winsoft.lk/product/samsung-990-evo-1tb-nvme-m-2-ssd/
SAMSUNG 990 EVO PLUS 1TB PCIE 4.0/5.0 NVME M.2 SSD,samsung990evoplus1tbpcie4050nvmem2ssd,,,,,,,,,,39000.0,Out of Stock,https://www.winsoft.lk/product/samsung-990-evo-plus-1tb-ssd/
